item1,item2,count
canned vegetables,specialty fat,1
snack products,butter,1
rum,misc. beverages,1
potted plants,dish cleaner,1
spread cheese,cream,1
canned fish,cream,1
zwieback,pastry,1
organic products,oil,1
snack products,organic products,1
snack products,coffee,1
waffles,organic products,1
candy,zwieback,1
candy,organic products,1
seasonal products,zwieback,1
seasonal products,organic products,1
seasonal products,snack products,1
curd cheese,finished products,1
potato products,curd cheese,1
baking powder,potato products,1
seasonal products,potato products,1
bathroom cleaner,seasonal products,1
shopping bags,bathroom cleaner,1
tidbits,turkey,1
tidbits,whipped/sour cream,1
photo/film,flour,1
photo/film,oil,1
photo/film,house keeping products,1
rice,finished products,1
brandy,butter,1
red/blush wine,brandy,1
sparkling wine,brandy,1
salad dressing,liver loaf,1
semi-finished bread,salad dressing,1
abrasive cleaner,liver loaf,1
abrasive cleaner,salad dressing,1
abrasive cleaner,semi-finished bread,1
kitchen utensil,frankfurter,1
kitchen utensil,pip fruit,1
kitchen utensil,curd,1
kitchen utensil,Instant food products,1
salty snack,curd cheese,1
decalcifier,pip fruit,1
decalcifier,spread cheese,1
decalcifier,curd cheese,1
decalcifier,ice cream,1
decalcifier,baking powder,1
decalcifier,salty snack,1
light bulbs,whipped/sour cream,1
light bulbs,curd cheese,1
light bulbs,ice cream,1
light bulbs,baking powder,1
light bulbs,decalcifier,1
sweet spreads,spices,1
cleaner,spices,1
cleaner,sweet spreads,1
cookware,UHT-milk,1
cookware,sugar,1
house keeping products,cookware,1
toilet cleaner,jam,1
chocolate marshmallow,cereals,1
napkins,frozen fruits,1
canned fruit,artif. sweetener,1
canned fruit,mustard,1
softener,candy,1
artif. sweetener,beef,1
mustard,roll products,1
soups,artif. sweetener,1
cereals,roll products,1
cereals,oil,1
cereals,artif. sweetener,1
cereals,soups,1
jam,hamburger meat,1
jam,artif. sweetener,1
jam,soups,1
jam,cereals,1
bottled beer,artif. sweetener,1
potted plants,artif. sweetener,1
potted plants,mustard,1
seasonal products,white wine,1
seasonal products,ready soups,1
hair spray,butter,1
hair spray,cream cheese,1
hair spray,ready soups,1
hair spray,seasonal products,1
newspapers,hair spray,1
liquor,oil,1
spices,finished products,1
pickled vegetables,finished products,1
popcorn,pickled vegetables,1
chocolate marshmallow,finished products,1
chocolate marshmallow,spices,1
detergent,finished products,1
detergent,spices,1
hygiene articles,syrup,1
cake bar,curd cheese,1
cooking chocolate,hamburger meat,1
specialty chocolate,cooking chocolate,1
male cosmetics,baking powder,1
male cosmetics,cooking chocolate,1
UHT-milk,finished products,1
roll products,finished products,1
roll products,specialty cheese,1
organic products,finished products,1
organic products,citrus fruit,1
organic products,butter,1
organic products,specialty cheese,1
organic products,roll products,1
organic products,pasta,1
baking powder,organic products,1
canned vegetables,organic products,1
chewing gum,finished products,1
chewing gum,organic products,1
chewing gum,canned vegetables,1
chocolate,organic products,1
potted plants,organic products,1
flower (seeds),organic products,1
flower (seeds),potted plants,1
berries,liver loaf,1
bathroom cleaner,turkey,1
bathroom cleaner,packaged fruit/vegetables,1
popcorn,liquor,1
cake bar,salt,1
potted plants,white wine,1
candles,spices,1
white wine,beverages,1
frozen fish,specialty cheese,1
dog food,vinegar,1
meat spreads,tidbits,1
flower soil/fertilizer,canned vegetables,1
flower soil/fertilizer,white wine,1
canned fruit,processed cheese,1
canned fruit,pasta,1
bottled beer,canned fruit,1
dish cleaner,turkey,1
liqueur,tropical fruit,1
liqueur,butter,1
liqueur,domestic eggs,1
liqueur,bottled water,1
tea,sliced cheese,1
tea,flour,1
pudding powder,honey,1
nut snack,sweet spreads,1
pudding powder,semi-finished bread,1
jam,liver loaf,1
jam,rice,1
cling film/bags,dental care,1
potted plants,specialty vegetables,1
white wine,turkey,1
white wine,sweet spreads,1
prosecco,frankfurter,1
prosecco,turkey,1
prosecco,curd,1
prosecco,frozen potato products,1
prosecco,white bread,1
prosecco,pastry,1
prosecco,semi-finished bread,1
prosecco,pickled vegetables,1
prosecco,sweet spreads,1
candy,prosecco,1
soups,condensed milk,1
sweet spreads,condensed milk,1
syrup,soft cheese,1
softener,grapes,1
snack products,brown bread,1
snack products,red/blush wine,1
dishes,snack products,1
light bulbs,snack products,1
light bulbs,dishes,1
pip fruit,fish,1
condensed milk,fish,1
instant coffee,fish,1
instant coffee,condensed milk,1
pudding powder,condensed milk,1
cocoa drinks,condensed milk,1
cocoa drinks,pudding powder,1
chocolate,pudding powder,1
cleaner,mayonnaise,1
dog food,roll products,1
female sanitary products,softener,1
kitchen towels,sparkling wine,1
kitchen towels,female sanitary products,1
house keeping products,sparkling wine,1
house keeping products,kitchen towels,1
cocoa drinks,meat,1
cocoa drinks,hard cheese,1
cocoa drinks,pasta,1
cocoa drinks,ketchup,1
frozen chicken,citrus fruit,1
frozen chicken,berries,1
frozen chicken,butter milk,1
frozen chicken,sliced cheese,1
soda,frozen chicken,1
cream,butter milk,1
processed cheese,cream,1
ice cream,cream,1
white bread,cream,1
spices,cream,1
spices,processed cheese,1
salty snack,spices,1
candles,red/blush wine,1
artif. sweetener,ham,1
instant coffee,processed cheese,1
instant coffee,potato products,1
instant coffee,artif. sweetener,1
salty snack,artif. sweetener,1
specialty bar,potato products,1
detergent,potato products,1
detergent,instant coffee,1
cream,UHT-milk,1
potato products,berries,1
potato products,spread cheese,1
frozen fruits,meat,1
frozen fruits,hard cheese,1
ice cream,frozen fruits,1
sweet spreads,frozen fruits,1
long life bakery product,canned fruit,1
turkey,organic sausage,1
dessert,organic sausage,1
butter milk,organic sausage,1
processed cheese,organic sausage,1
sauces,organic sausage,1
candy,organic sausage,1
cookware,dessert,1
cookware,semi-finished bread,1
seasonal products,specialty fat,1
dishes,specialty fat,1
potted plants,sauces,1
potted plants,sweet spreads,1
softener,liver loaf,1
flour,frozen potato products,1
rum,nuts/prunes,1
detergent,liquor,1
flower (seeds),liver loaf,1
brandy,baking powder,1
specialty bar,tea,1
honey,frozen fish,1
Instant food products,frozen fish,1
Instant food products,honey,1
canned fish,honey,1
dishes,honey,1
kitchen towels,instant coffee,1
softener,packaged fruit/vegetables,1
softener,chocolate marshmallow,1
cling film/bags,chocolate marshmallow,1
house keeping products,chocolate marshmallow,1
photo/film,instant coffee,1
sauces,spices,1
cake bar,spices,1
rubbing alcohol,cream cheese,1
rubbing alcohol,ice cream,1
rubbing alcohol,specialty chocolate,1
sugar,cream,1
baby cosmetics,hamburger meat,1
baby cosmetics,other vegetables,1
baby cosmetics,cream,1
baby cosmetics,sugar,1
baby cosmetics,baking powder,1
photo/film,popcorn,1
condensed milk,liver loaf,1
house keeping products,specialty bar,1
sparkling wine,ham,1
ketchup,ham,1
prosecco,mustard,1
female sanitary products,prosecco,1
spread cheese,condensed milk,1
candy,brandy,1
processed cheese,liver loaf,1
specialty bar,frozen fruits,1
turkey,finished products,1
sparkling wine,ice cream,1
cake bar,artif. sweetener,1
skin care,semi-finished bread,1
skin care,specialty bar,1
flour,curd cheese,1
seasonal products,beverages,1
tidbits,meat,1
brown bread,tidbits,1
potato products,cream cheese,1
Instant food products,potato products,1
house keeping products,potato products,1
meat spreads,semi-finished bread,1
syrup,rice,1
syrup,Instant food products,1
syrup,baking powder,1
female sanitary products,Instant food products,1
photo/film,Instant food products,1
photo/film,syrup,1
photo/film,female sanitary products,1
frozen fruits,herbs,1
baking powder,frozen fruits,1
fruit/vegetable juice,frozen fruits,1
sparkling wine,frozen fruits,1
sparkling wine,pickled vegetables,1
long life bakery product,sparkling wine,1
frozen meals,fish,1
domestic eggs,fish,1
bottled beer,fish,1
liquor (appetizer),fish,1
liquor (appetizer),frozen meals,1
dishes,fish,1
newspapers,fish,1
bags,pip fruit,1
bags,root vegetables,1
bags,frozen vegetables,1
bags,frozen potato products,1
bags,pastry,1
bags,fruit/vegetable juice,1
bags,napkins,1
salty snack,meat spreads,1
cling film/bags,meat spreads,1
kitchen towels,meat spreads,1
kitchen towels,canned beer,1
specialty vegetables,salt,1
flower soil/fertilizer,dog food,1
canned fruit,beverages,1
canned fruit,flour,1
jam,beverages,1
jam,flour,1
jam,Instant food products,1
jam,canned fruit,1
male cosmetics,UHT-milk,1
male cosmetics,ice cream,1
dishes,prosecco,1
canned vegetables,ice cream,1
sparkling wine,roll products,1
sparkling wine,canned vegetables,1
dental care,roll products,1
dental care,canned vegetables,1
baking powder,sauces,1
bathroom cleaner,rice,1
frozen fruits,curd,1
cocoa drinks,frozen fruits,1
salt,mayonnaise,1
chocolate marshmallow,spread cheese,1
liquor,dessert,1
liquor,margarine,1
seasonal products,meat spreads,1
cookware,meat spreads,1
cookware,seasonal products,1
detergent,red/blush wine,1
ice cream,fish,1
snack products,pip fruit,1
misc. beverages,soups,1
specialty chocolate,soups,1
specialty bar,sparkling wine,1
seasonal products,sparkling wine,1
kitchen towels,tea,1
sauces,grapes,1
sauces,mayonnaise,1
bathroom cleaner,butter,1
bathroom cleaner,baking powder,1
bathroom cleaner,long life bakery product,1
cling film/bags,white wine,1
cereals,potato products,1
cereals,rice,1
spices,frozen fish,1
dishes,skin care,1
spices,packaged fruit/vegetables,1
canned vegetables,mayonnaise,1
canned vegetables,spices,1
light bulbs,packaged fruit/vegetables,1
ketchup,turkey,1
tidbits,hamburger meat,1
sauces,tidbits,1
kitchen towels,tidbits,1
ready soups,domestic eggs,1
dental care,ketchup,1
dental care,Instant food products,1
make up remover,cream cheese,1
make up remover,coffee,1
make up remover,candy,1
shopping bags,make up remover,1
flower (seeds),liquor,1
flour,zwieback,1
chocolate marshmallow,vinegar,1
detergent,zwieback,1
processed cheese,fish,1
zwieback,curd cheese,1
house keeping products,finished products,1
oil,salad dressing,1
sauces,salad dressing,1
coffee,salad dressing,1
canned beer,salad dressing,1
liquor (appetizer),salad dressing,1
liquor (appetizer),sauces,1
frozen fish,condensed milk,1
skin care,specialty cheese,1
specialty chocolate,ketchup,1
house keeping products,mustard,1
house keeping products,ketchup,1
vinegar,specialty cheese,1
mustard,specialty cheese,1
ketchup,specialty cheese,1
ketchup,vinegar,1
pickled vegetables,salt,1
instant coffee,specialty cheese,1
instant coffee,salt,1
instant coffee,mustard,1
instant coffee,ketchup,1
tea,soft cheese,1
tea,pasta,1
tea,vinegar,1
tea,mustard,1
tea,ketchup,1
misc. beverages,vinegar,1
misc. beverages,tea,1
white wine,vinegar,1
white wine,mustard,1
white wine,ketchup,1
white wine,instant coffee,1
abrasive cleaner,ketchup,1
abrasive cleaner,pickled vegetables,1
abrasive cleaner,instant coffee,1
abrasive cleaner,tea,1
abrasive cleaner,white wine,1
white wine,curd cheese,1
preservation products,tropical fruit,1
preservation products,whole milk,1
preservation products,yogurt,1
soups,spread cheese,1
house keeping products,soups,1
vinegar,hard cheese,1
popcorn,flour,1
male cosmetics,herbs,1
chocolate marshmallow,rum,1
liquor,hard cheese,1
liquor,pet care,1
kitchen towels,liquor,1
flower (seeds),instant coffee,1
sparkling wine,grapes,1
flower (seeds),sparkling wine,1
baking powder,ketchup,1
cooking chocolate,ketchup,1
cooking chocolate,canned vegetables,1
flower (seeds),processed cheese,1
rice,cream,1
misc. beverages,cream,1
bottled beer,cream,1
cling film/bags,Instant food products,1
kitchen utensil,chicken,1
kitchen utensil,turkey,1
kitchen utensil,citrus fruit,1
kitchen utensil,whipped/sour cream,1
kitchen utensil,rolls/buns,1
kitchen utensil,margarine,1
kitchen utensil,cat food,1
kitchen utensil,soda,1
potted plants,kitchen utensil,1
photo/film,specialty cheese,1
liquor (appetizer),organic sausage,1
red/blush wine,organic sausage,1
potted plants,light bulbs,1
organic sausage,ham,1
onions,organic sausage,1
salt,organic sausage,1
jam,organic sausage,1
chewing gum,jam,1
abrasive cleaner,organic sausage,1
abrasive cleaner,sliced cheese,1
abrasive cleaner,jam,1
abrasive cleaner,chewing gum,1
specialty vegetables,meat,1
oil,organic sausage,1
soups,organic sausage,1
popcorn,sparkling wine,1
tidbits,spread cheese,1
female sanitary products,condensed milk,1
light bulbs,pork,1
zwieback,beverages,1
tidbits,condensed milk,1
misc. beverages,tidbits,1
potato products,condensed milk,1
potato products,soft cheese,1
rum,condensed milk,1
rum,potato products,1
specialty chocolate,rum,1
nut snack,grapes,1
nut snack,beverages,1
soups,frozen potato products,1
coffee,finished products,1
syrup,processed cheese,1
syrup,dog food,1
make up remover,berries,1
make up remover,sugar,1
sauces,domestic eggs,1
pudding powder,soups,1
canned fish,pudding powder,1
cleaner,liver loaf,1
liquor (appetizer),pet care,1
tea,frozen dessert,1
cleaner,meat,1
tea,packaged fruit/vegetables,1
long life bakery product,tea,1
cling film/bags,packaged fruit/vegetables,1
photo/film,packaged fruit/vegetables,1
photo/film,processed cheese,1
photo/film,tea,1
photo/film,cling film/bags,1
pet care,processed cheese,1
make up remover,pork,1
make up remover,white bread,1
napkins,make up remover,1
instant coffee,tidbits,1
cake bar,liquor,1
flower soil/fertilizer,tropical fruit,1
white wine,packaged fruit/vegetables,1
sweet spreads,specialty fat,1
female sanitary products,specialty fat,1
female sanitary products,sweet spreads,1
sparkling wine,rice,1
decalcifier,canned beer,1
decalcifier,white wine,1
candles,decalcifier,1
flower (seeds),nut snack,1
sauces,mustard,1
organic products,sliced cheese,1
organic products,frozen fish,1
organic products,sauces,1
canned fruit,frozen fish,1
canned fruit,sauces,1
canned fruit,organic products,1
popcorn,sauces,1
popcorn,organic products,1
dental care,sauces,1
dental care,organic products,1
dental care,canned fruit,1
kitchen towels,organic products,1
kitchen towels,canned fruit,1
kitchen towels,popcorn,1
abrasive cleaner,spread cheese,1
dental care,abrasive cleaner,1
zwieback,onions,1
zwieback,herbs,1
organic products,beverages,1
organic products,cream cheese,1
liquor (appetizer),cream cheese,1
liquor (appetizer),organic products,1
specialty chocolate,liquor (appetizer),1
ready soups,ham,1
ready soups,curd,1
cat food,ready soups,1
hygiene articles,condensed milk,1
specialty bar,flour,1
female sanitary products,sugar,1
sparkling wine,liquor,1
flower soil/fertilizer,misc. beverages,1
male cosmetics,seasonal products,1
flower (seeds),misc. beverages,1
Instant food products,vinegar,1
pudding powder,vinegar,1
pudding powder,Instant food products,1
skin care,hamburger meat,1
skin care,vinegar,1
skin care,pudding powder,1
abrasive cleaner,dog food,1
cake bar,packaged fruit/vegetables,1
dishes,rice,1
tea,frozen fish,1
candy,instant coffee,1
cocoa drinks,salt,1
frozen vegetables,tidbits,1
detergent,tidbits,1
female sanitary products,cooking chocolate,1
